Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000138817.jpg, 0.691927, 0.23790, 47.5, 4
000000388833.jpg, 0.710075, 0.25682, 47.2, 3
000000164684.jpg, 0.753143, 0.22850, 50.0, 5
000000335104.jpg, 0.574664, 0.22867, 48.0, 9
000000378332.jpg, 0.594762, 0.26861, 48.0, 3
000000506891.jpg, 0.517381, 0.22539, 49.2, 2
000000239534.jpg, 0.654080, 0.22299, 47.7, 1
000000451939.jpg, 0.702763, 0.22319, 48.8, 4
000000052587.jpg, 0.956432, 0.23014, 48.4, 1
000000061969.jpg, 0.557832, 0.23929, 42.7, 8
000000501192.jpg, 0.689780, 0.31535, 47.1, 3
000000375553.jpg, 0.550872, 0.23615, 51.3, 3
000000202435.jpg, 0.827337, 0.22938, 49.6, 2
000000023856.jpg, 0.433963, 0.23954, 50.6, 2
000000433327.jpg, 0.874760, 0.24198, 47.2, 3
000000472835.jpg, 0.860470, 0.31537, 48.4, 2
000000141660.jpg, 0.877839, 0.23951, 44.5, 2
000000285582.jpg, 0.783759, 0.22721, 48.5, 7
000000023700.jpg, 0.566767, 0.23024, 48.1, 2
000000425424.jpg, 0.915629, 0.22984, 48.0, 1
000000491543.jpg, 0.475073, 0.23904, 47.0, 16
000000529921.jpg, 0.890571, 0.22929, 46.2, 4
000000349522.jpg, 0.917979, 0.22417, 49.7, 2
000000416593.jpg, 0.820815, 0.25054, 42.8, 6
000000142078.jpg, 0.840605, 0.22645, 47.5, 2
000000293381.jpg, 0.876751, 0.22403, 47.8, 4
000000510331.jpg, 0.754452, 0.23816, 49.4, 4
000000103763.jpg, 0.556417, 0.22802, 44.9, 14
000000420985.jpg, 0.706349, 0.22830, 47.3, 2
000000132093.jpg, 0.549355, 0.23971, 49.4, 2
000000295872.jpg, 0.730871, 0.22830, 47.1, 16
000000443054.jpg, 0.593332, 0.24905, 46.4, 10
000000334841.jpg, 0.540963, 0.31740, 47.5, 12
000000030295.jpg, 0.845742, 0.22919, 47.3, 3
000000196734.jpg, 0.479815, 0.23820, 49.9, 21
000000404394.jpg, 0.691410, 0.23968, 49.0, 5
000000453572.jpg, 0.824765, 0.23367, 51.7, 1
000000033977.jpg, 0.619977, 0.23412, 43.2, 19
000000204646.jpg, 0.695307, 0.22466, 46.5, 3
000000369852.jpg, 0.558443, 0.22743, 48.4, 2
000000556138.jpg, 0.846939, 0.23938, 49.3, 3
000000389922.jpg, 0.646632, 0.24733, 46.1, 1
000000561663.jpg, 0.560944, 0.22622, 47.3, 6
000000395394.jpg, 0.882808, 0.19860, 43.6, 2
000000368619.jpg, 0.733238, 0.22761, 48.1, 3
000000392588.jpg, 0.662667, 0.22843, 47.5, 10
000000432839.jpg, 0.427183, 0.24099, 48.0, 3
000000029512.jpg, 0.641016, 0.22488, 45.5, 4
000000104650.jpg, 0.837086, 0.22783, 48.3, 3
000000254330.jpg, 0.334079, 0.22765, 49.5, 2
000000105082.jpg, 0.718299, 0.26236, 48.7, 9
000000206845.jpg, 0.891377, 0.22564, 46.0, 7
000000442258.jpg, 0.591613, 0.22798, 48.6, 14
000000038903.jpg, 0.686794, 0.23797, 47.8, 4
000000394607.jpg, 0.707335, 0.24280, 46.4, 4
000000297155.jpg, 0.718180, 0.22728, 45.6, 8
000000195030.jpg, 0.950171, 0.24537, 48.6, 1
000000237043.jpg, 0.614229, 0.21521, 43.5, 35
000000575994.jpg, 0.575553, 0.24421, 47.3, 11
000000343981.jpg, 0.575166, 0.24003, 47.0, 11
000000446313.jpg, 0.756761, 0.22793, 47.4, 1
000000376326.jpg, 0.768668, 0.24417, 48.6, 7
000000490364.jpg, 0.462672, 0.23918, 48.0, 10
000000142398.jpg, 0.928299, 0.24446, 50.0, 1
000000470253.jpg, 0.924830, 0.22550, 47.4, 1
000000227106.jpg, 0.000000, 0.23677, 48.6, 0
000000316070.jpg, 0.647410, 0.22758, 45.8, 8
000000143354.jpg, 0.502589, 0.22836, 46.5, 18
000000578129.jpg, 0.948013, 0.23180, 45.0, 1
000000447925.jpg, 0.485479, 0.23809, 51.0, 4
000000177481.jpg, 0.511623, 0.23977, 48.5, 3
000000322701.jpg, 0.715004, 0.22988, 44.6, 3
000000385964.jpg, 0.670016, 0.24318, 51.6, 1
000000200865.jpg, 0.894389, 0.26567, 47.6, 2
000000443409.jpg, 0.614100, 0.24546, 47.8, 18
000000346035.jpg, 0.739440, 0.22686, 44.2, 2
000000377151.jpg, 0.836551, 0.19706, 49.1, 2
000000454634.jpg, 0.722376, 0.22664, 48.2, 3
000000567807.jpg, 0.618328, 0.22942, 48.1, 42
000000517358.jpg, 0.598443, 0.22635, 47.9, 2
000000482018.jpg, 0.437638, 0.22743, 48.2, 37
000000136424.jpg, 0.707248, 0.24078, 45.6, 6
000000296934.jpg, 0.499291, 0.24010, 47.7, 3
000000275891.jpg, 0.368975, 0.19833, 46.9, 12
000000510113.jpg, 0.493989, 0.22714, 47.8, 5
000000483367.jpg, 0.885946, 0.22595, 43.6, 5
000000317910.jpg, 0.855367, 0.24656, 47.1, 5
000000136676.jpg, 0.904896, 0.21277, 45.3, 2
000000529911.jpg, 0.385502, 0.24101, 50.2, 1
000000390924.jpg, 0.701400, 0.24164, 45.6, 11
000000118649.jpg, 0.920417, 0.25752, 44.4, 1
000000150600.jpg, 0.704249, 0.24153, 48.1, 3
000000126386.jpg, 0.566162, 0.22976, 43.3, 5
000000079185.jpg, 0.888266, 0.22556, 49.9, 1
000000468611.jpg, 0.922363, 0.22943, 44.4, 2
000000011731.jpg, 0.506249, 0.16299, 47.1, 17
000000391387.jpg, 0.627615, 0.22980, 45.6, 7
000000168829.jpg, 0.929687, 0.23216, 47.5, 1
000000458539.jpg, 0.406180, 0.23974, 49.5, 12
000000190155.jpg, 0.902475, 0.23195, 45.0, 3
000000286231.jpg, 0.536845, 0.23778, 48.2, 5
000000524915.jpg, 0.615059, 0.22363, 48.7, 29
000000008147.jpg, 0.710846, 0.22340, 49.1, 2
000000380166.jpg, 0.582941, 0.25879, 46.2, 8
000000560900.jpg, 0.819474, 0.23957, 43.6, 5
000000396547.jpg, 0.702574, 0.22665, 49.5, 2
000000014040.jpg, 0.580168, 0.24284, 48.8, 5
000000534731.jpg, 0.886288, 0.19757, 47.7, 1
000000210174.jpg, 0.714887, 0.19960, 42.8, 3
000000428339.jpg, 0.595020, 0.22607, 46.6, 3
000000320485.jpg, 0.669689, 0.22657, 46.1, 3
000000403453.jpg, 0.530559, 0.20011, 46.8, 4
000000581808.jpg, 0.429157, 0.23895, 52.7, 9
000000056683.jpg, 0.936287, 0.21713, 50.1, 2
000000265413.jpg, 0.942792, 0.24219, 49.9, 1
000000532193.jpg, 0.886616, 0.22753, 45.1, 6
000000117220.jpg, 0.545854, 0.24252, 50.6, 7
000000452608.jpg, 0.850102, 0.22339, 48.5, 1
000000135727.jpg, 0.690183, 0.22779, 45.5, 24
000000338596.jpg, 0.844183, 0.23401, 48.9, 1
000000534423.jpg, 0.739678, 0.23124, 47.1, 10
000000023554.jpg, 0.846476, 0.23808, 46.9, 2
000000154893.jpg, 0.760091, 0.22771, 46.7, 4
000000208918.jpg, 0.690384, 0.24028, 46.6, 5
000000371520.jpg, 0.556938, 0.23772, 45.5, 20
000000391257.jpg, 0.666863, 0.23972, 49.5, 3
000000304231.jpg, 0.600569, 0.24051, 48.4, 8
000000379215.jpg, 0.916092, 0.23076, 46.4, 3
000000123592.jpg, 0.840710, 0.22848, 45.6, 7
000000009523.jpg, 0.686666, 0.22581, 45.6, 6
000000169696.jpg, 0.884630, 0.23629, 49.6, 2
000000373448.jpg, 0.608586, 0.24077, 47.8, 4
000000097793.jpg, 0.890151, 0.22274, 50.5, 2
000000359657.jpg, 0.513646, 0.14440, 40.6, 15
000000481982.jpg, 0.581817, 0.24194, 48.1, 42
000000495751.jpg, 0.685422, 0.26391, 51.6, 2
000000401349.jpg, 0.635536, 0.22658, 46.8, 11
000000352326.jpg, 0.600394, 0.23802, 48.5, 4
000000262464.jpg, 0.907324, 0.31350, 50.1, 1
000000316994.jpg, 0.508193, 0.23859, 50.4, 17
000000327002.jpg, 0.689923, 0.23919, 48.5, 2
000000124053.jpg, 0.549271, 0.22846, 47.0, 2
000000112462.jpg, 0.567031, 0.22329, 47.9, 4
000000467093.jpg, 0.663239, 0.23898, 49.8, 2
000000354152.jpg, 0.933946, 0.23999, 47.5, 1
000000048515.jpg, 0.597268, 0.31601, 48.2, 6
000000031183.jpg, 0.697797, 0.19718, 45.5, 4
000000462939.jpg, 0.624791, 0.22264, 48.2, 30
000000349752.jpg, 0.615993, 0.22886, 49.0, 13
000000116251.jpg, 0.813119, 0.22777, 46.5, 3
000000470755.jpg, 0.917733, 0.31221, 46.7, 2
000000017575.jpg, 0.571926, 0.26131, 44.5, 5
000000036931.jpg, 0.695638, 0.24167, 48.2, 12
000000070343.jpg, 0.741765, 0.23725, 48.6, 18
000000090630.jpg, 0.560505, 0.24429, 53.3, 24
000000191241.jpg, 0.548793, 0.22575, 42.5, 15
000000528908.jpg, 0.890996, 0.22720, 48.1, 2
000000534160.jpg, 0.871928, 0.22813, 47.5, 6
000000279842.jpg, 0.699177, 0.22456, 48.1, 1
000000124813.jpg, 0.929378, 0.22916, 44.9, 1
000000269165.jpg, 0.424153, 0.23641, 48.5, 2
000000424886.jpg, 0.617035, 0.23665, 48.9, 2
000000414224.jpg, 0.619225, 0.23489, 49.6, 2
000000482521.jpg, 0.881883, 0.22733, 45.2, 2
000000109668.jpg, 0.890958, 0.24083, 45.6, 1
000000072163.jpg, 0.712569, 0.22821, 49.7, 3
000000154138.jpg, 0.646220, 0.24004, 47.9, 6
000000025053.jpg, 0.945610, 0.24114, 46.8, 1
000000215659.jpg, 0.590793, 0.23622, 53.3, 3
000000293594.jpg, 0.580787, 0.24078, 46.0, 7
000000563021.jpg, 0.685020, 0.24019, 49.6, 8
000000200731.jpg, 0.936636, 0.22763, 44.7, 1
000000274512.jpg, 0.570303, 0.22773, 48.8, 3
000000179123.jpg, 0.869310, 0.22624, 48.4, 5
000000509776.jpg, 0.594461, 0.23073, 45.1, 4
000000572560.jpg, 0.655324, 0.23862, 48.0, 18
000000341106.jpg, 0.794719, 0.24103, 47.0, 3
000000495998.jpg, 0.597049, 0.22175, 46.9, 14
000000225671.jpg, 0.434678, 0.24138, 50.0, 3
000000168929.jpg, 0.721321, 0.24257, 48.4, 11
000000517559.jpg, 0.919297, 0.22109, 48.7, 3
000000027521.jpg, 0.745976, 0.22847, 47.4, 9
000000481657.jpg, 0.506395, 0.22853, 47.1, 3
000000463011.jpg, 0.692815, 0.23077, 46.4, 17
000000560579.jpg, 0.740505, 0.23937, 49.4, 5
000000176465.jpg, 0.587671, 0.24532, 48.4, 19
000000389863.jpg, 0.920308, 0.22932, 47.2, 2
000000155246.jpg, 0.658040, 0.22448, 49.5, 2
000000433181.jpg, 0.663573, 0.24321, 46.3, 6
000000052950.jpg, 0.650126, 0.32442, 47.7, 3
000000445966.jpg, 0.615995, 0.19250, 48.8, 14
000000448120.jpg, 0.697412, 0.23107, 44.4, 11
000000511793.jpg, 0.563183, 0.31216, 45.8, 12
000000406029.jpg, 0.686490, 0.24445, 42.7, 6
000000261198.jpg, 0.522288, 0.26212, 46.7, 2
000000495819.jpg, 0.687026, 0.22595, 47.7, 2
000000079232.jpg, 0.670576, 0.31637, 50.4, 6
000000083859.jpg, 0.776026, 0.19694, 48.0, 4
000000022143.jpg, 0.698684, 0.23823, 47.2, 11
000000286082.jpg, 0.611152, 0.23940, 47.7, 21
000000496843.jpg, 0.774114, 0.22736, 48.8, 7
000000222257.jpg, 0.598984, 0.23156, 48.6, 12
000000179494.jpg, 0.814665, 0.20270, 44.6, 1
000000348418.jpg, 0.804505, 0.24003, 46.9, 5
000000576146.jpg, 0.564709, 0.24090, 49.0, 4
000000482345.jpg, 0.576853, 0.22516, 50.7, 4
000000038491.jpg, 0.618657, 0.24175, 50.9, 4
000000383514.jpg, 0.781977, 0.23031, 46.6, 2
000000554331.jpg, 0.435027, 0.24270, 49.6, 14
000000415268.jpg, 0.500114, 0.23755, 50.4, 18
000000482973.jpg, 0.466325, 0.29971, 49.6, 5
000000525279.jpg, 0.525984, 0.22621, 48.3, 19
000000267755.jpg, 0.749740, 0.24480, 45.2, 2
000000561778.jpg, 0.849654, 0.24307, 48.7, 1
000000508691.jpg, 0.647847, 0.24249, 45.3, 9
000000313464.jpg, 0.916253, 0.23995, 49.9, 1
000000225260.jpg, 0.573170, 0.24380, 48.4, 5
000000476369.jpg, 0.703787, 0.24389, 46.5, 2
000000311994.jpg, 0.811249, 0.19784, 45.3, 6
000000339899.jpg, 0.911473, 0.22515, 47.4, 3
000000178851.jpg, 0.826796, 0.22799, 47.2, 2
000000239469.jpg, 0.897758, 0.19830, 46.2, 2
000000454128.jpg, 0.507622, 0.22725, 47.9, 4
000000092242.jpg, 0.537928, 0.22064, 51.3, 10
000000058128.jpg, 0.534814, 0.24047, 49.0, 1
000000483400.jpg, 0.560975, 0.23917, 50.1, 16
000000513008.jpg, 0.853361, 0.25704, 48.1, 5
000000122466.jpg, 0.607146, 0.32213, 46.5, 5
000000495898.jpg, 0.753568, 0.22643, 47.9, 4
000000514446.jpg, 0.887494, 0.13497, 40.1, 2
000000250687.jpg, 0.534537, 0.24163, 48.3, 10
000000355634.jpg, 0.606820, 0.23731, 46.0, 11
000000442753.jpg, 0.848466, 0.22665, 44.5, 2
000000513112.jpg, 0.513256, 0.22786, 48.5, 14
000000352852.jpg, 0.463538, 0.22461, 49.5, 15
000000042936.jpg, 0.484349, 0.32006, 49.3, 17
000000072184.jpg, 0.748974, 0.24503, 43.4, 2
000000177936.jpg, 0.675987, 0.22962, 44.7, 2
000000202380.jpg, 0.641982, 0.22682, 46.1, 3
000000206075.jpg, 0.641588, 0.24257, 50.5, 7
000000130951.jpg, 0.541059, 0.22563, 48.1, 3
000000561235.jpg, 0.622967, 0.24012, 49.4, 13
000000141041.jpg, 0.844916, 0.22681, 48.1, 1
000000501024.jpg, 0.880429, 0.24247, 45.2, 1
000000207229.jpg, 0.580910, 0.19376, 48.6, 9
000000204154.jpg, 0.559623, 0.22642, 49.2, 25
000000373868.jpg, 0.641907, 0.24336, 45.4, 12
000000456916.jpg, 0.281591, 0.23920, 50.0, 10
000000070498.jpg, 0.588608, 0.23902, 52.9, 14
000000107414.jpg, 0.844897, 0.22766, 44.7, 3
000000264271.jpg, 0.822029, 0.19528, 48.6, 8
000000327515.jpg, 0.590739, 0.24040, 45.5, 4
000000294645.jpg, 0.622510, 0.22916, 48.2, 15
000000202371.jpg, 0.877957, 0.25572, 47.6, 3
000000139089.jpg, 0.846514, 0.22892, 46.9, 2
000000269509.jpg, 0.904877, 0.24198, 47.6, 3
000000242049.jpg, 0.865903, 0.21584, 45.7, 2
000000355273.jpg, 0.949485, 0.22796, 46.5, 1
000000565095.jpg, 0.734294, 0.23063, 46.8, 7
000000130246.jpg, 0.586337, 0.19693, 48.0, 8
000000032834.jpg, 0.509911, 0.24133, 45.5, 1
000000292378.jpg, 0.598658, 0.23121, 45.5, 4
000000351722.jpg, 0.887388, 0.22710, 49.5, 2
000000523282.jpg, 0.846081, 0.31817, 48.1, 1
000000149466.jpg, 0.477012, 0.22445, 49.7, 3
000000413670.jpg, 0.809306, 0.23003, 48.6, 7
000000040457.jpg, 0.789611, 0.22779, 46.4, 8
000000338272.jpg, 0.666853, 0.23742, 49.5, 3
000000034145.jpg, 0.643143, 0.24003, 48.1, 9
000000118335.jpg, 0.354287, 0.31430, 48.2, 2
000000129261.jpg, 0.875133, 0.22141, 51.4, 1
000000374220.jpg, 0.571814, 0.23872, 47.5, 10
000000231687.jpg, 0.532185, 0.23976, 46.9, 8
000000240932.jpg, 0.572668, 0.23712, 46.6, 3
000000202552.jpg, 0.791163, 0.22482, 46.5, 7
000000567705.jpg, 0.510641, 0.22975, 47.9, 10
000000167016.jpg, 0.656971, 0.22223, 44.4, 13
000000095143.jpg, 0.720138, 0.22584, 47.9, 8
000000280501.jpg, 0.881940, 0.15685, 47.9, 6
000000236655.jpg, 0.645645, 0.22416, 49.3, 3
000000434419.jpg, 0.468629, 0.23704, 48.8, 9
000000373114.jpg, 0.544024, 0.23302, 49.4, 11
000000207859.jpg, 0.490349, 0.22413, 47.7, 16
000000418137.jpg, 0.678114, 0.22874, 45.2, 3
000000017269.jpg, 0.641019, 0.22267, 48.2, 11
000000283807.jpg, 0.573808, 0.21470, 46.3, 3
000000570315.jpg, 0.489583, 0.23592, 48.7, 5
000000392244.jpg, 0.860470, 0.23393, 49.5, 3
000000372274.jpg, 0.896784, 0.23941, 48.8, 2
000000054454.jpg, 0.577780, 0.30876, 50.8, 4
000000494928.jpg, 0.468552, 0.23599, 49.6, 15
000000258475.jpg, 0.655428, 0.23781, 47.9, 4
000000368247.jpg, 0.681575, 0.23348, 48.3, 16
000000046784.jpg, 0.775272, 0.25373, 47.5, 4
000000010835.jpg, 0.876466, 0.22502, 46.4, 4
000000406952.jpg, 0.817626, 0.24155, 48.8, 2
000000507118.jpg, 0.852500, 0.23887, 47.1, 2
000000330783.jpg, 0.712569, 0.24151, 50.5, 4
000000136397.jpg, 0.640535, 0.23250, 44.9, 12
000000047321.jpg, 0.671475, 0.25499, 51.9, 2
000000294155.jpg, 0.745379, 0.24217, 47.8, 4
000000556994.jpg, 0.776511, 0.30323, 49.8, 4
000000030144.jpg, 0.735968, 0.22596, 47.6, 6
000000516525.jpg, 0.477396, 0.22758, 47.0, 15
000000348189.jpg, 0.465669, 0.24397, 46.1, 3
000000113527.jpg, 0.595685, 0.24454, 48.6, 2
000000310080.jpg, 0.577193, 0.24117, 45.1, 5
000000526587.jpg, 0.505437, 0.24585, 47.6, 26
000000188227.jpg, 0.900323, 0.28941, 49.2, 1
000000241239.jpg, 0.667234, 0.22369, 45.7, 13
000000190877.jpg, 0.684016, 0.22821, 46.1, 24
000000296484.jpg, 0.733379, 0.22966, 49.1, 6
000000121362.jpg, 0.614984, 0.22612, 47.6, 27
000000081800.jpg, 0.946609, 0.22724, 49.0, 1
000000014636.jpg, 0.666381, 0.23926, 47.0, 19
000000414545.jpg, 0.905896, 0.24814, 48.7, 1
000000277940.jpg, 0.581229, 0.23116, 49.9, 14
000000038535.jpg, 0.482537, 0.25944, 47.9, 9
000000206053.jpg, 0.585647, 0.31429, 50.1, 5
000000522618.jpg, 0.541641, 0.22812, 46.3, 6
000000109519.jpg, 0.712387, 0.24219, 48.9, 7
000000185990.jpg, 0.773899, 0.24424, 46.2, 13
000000127771.jpg, 0.545804, 0.25839, 44.1, 11
000000123976.jpg, 0.840313, 0.29858, 49.2, 1
000000445807.jpg, 0.000000, 0.22462, 48.8, 0
000000025894.jpg, 0.727463, 0.22598, 43.0, 2
000000573318.jpg, 0.911319, 0.24125, 46.2, 2
000000252142.jpg, 0.599610, 0.22548, 46.2, 2
000000042910.jpg, 0.955977, 0.22555, 46.6, 1
000000364451.jpg, 0.562338, 0.31773, 47.8, 7
000000525620.jpg, 0.431050, 0.24171, 47.0, 3
000000403079.jpg, 0.696300, 0.24032, 50.6, 4
000000528175.jpg, 0.659086, 0.22816, 48.9, 9
000000024517.jpg, 0.498330, 0.23759, 47.0, 8
000000227973.jpg, 0.919957, 0.24084, 47.1, 1
000000036886.jpg, 0.694878, 0.22898, 47.5, 5
000000299056.jpg, 0.759800, 0.24096, 48.4, 2
000000265102.jpg, 0.663891, 0.23988, 48.6, 5
000000179492.jpg, 0.644550, 0.23934, 49.0, 12
000000178311.jpg, 0.609068, 0.24164, 46.4, 4
000000095926.jpg, 0.694154, 0.22846, 47.2, 6
000000240600.jpg, 0.668463, 0.22728, 47.8, 2
000000459130.jpg, 0.517384, 0.24121, 50.0, 7
000000429348.jpg, 0.688685, 0.24088, 51.8, 3
000000459512.jpg, 0.823340, 0.24131, 49.6, 4
000000190982.jpg, 0.586407, 0.26438, 46.0, 26
000000074716.jpg, 0.892001, 0.24468, 45.8, 2
000000097288.jpg, 0.685619, 0.24269, 47.3, 16
000000068573.jpg, 0.589127, 0.20079, 46.0, 9
000000101509.jpg, 0.493421, 0.23643, 51.5, 14
000000484461.jpg, 0.795649, 0.19142, 46.5, 4
000000026391.jpg, 0.532312, 0.22321, 47.3, 4
000000323350.jpg, 0.554500, 0.22784, 46.8, 12
000000149491.jpg, 0.571977, 0.19741, 46.8, 3
000000354914.jpg, 0.896979, 0.23783, 48.1, 1
000000033783.jpg, 0.880557, 0.22789, 44.8, 2
000000459316.jpg, 0.720545, 0.24947, 50.7, 12
000000357287.jpg, 0.623732, 0.23904, 45.1, 6
000000011321.jpg, 0.752631, 0.22955, 47.3, 5
000000244905.jpg, 0.927853, 0.23045, 48.1, 1
000000561832.jpg, 0.859125, 0.22513, 49.0, 3
000000060808.jpg, 0.581479, 0.24267, 47.5, 4
000000235435.jpg, 0.558237, 0.23153, 43.7, 6
000000082209.jpg, 0.630485, 0.25619, 48.2, 6
000000035070.jpg, 0.828403, 0.24159, 48.0, 4
000000500933.jpg, 0.810596, 0.24129, 46.2, 1
000000226927.jpg, 0.564964, 0.31501, 49.0, 2
000000463404.jpg, 0.581807, 0.23293, 44.6, 17
000000311035.jpg, 0.618634, 0.24374, 49.9, 25
000000082009.jpg, 0.787085, 0.24007, 45.6, 3
000000143288.jpg, 0.659125, 0.23488, 49.6, 13
000000431453.jpg, 0.716875, 0.24236, 47.9, 2
000000249305.jpg, 0.600027, 0.22750, 44.5, 18
000000547931.jpg, 0.654372, 0.24330, 47.9, 12
000000058100.jpg, 0.584291, 0.22894, 42.9, 19
000000506404.jpg, 0.509707, 0.21174, 44.0, 26
000000528558.jpg, 0.567320, 0.23248, 48.1, 5
000000204470.jpg, 0.634888, 0.21310, 48.9, 7
000000298539.jpg, 0.657504, 0.23834, 46.3, 3
000000111885.jpg, 0.618391, 0.24101, 50.1, 6
000000416260.jpg, 0.625974, 0.23130, 50.1, 4
000000463311.jpg, 0.683518, 0.23989, 48.1, 3
000000141680.jpg, 0.901783, 0.24383, 46.3, 2
000000404694.jpg, 0.613144, 0.23638, 45.5, 35
000000180849.jpg, 0.922874, 0.22566, 50.4, 2
000000014247.jpg, 0.566851, 0.22874, 46.8, 1
000000561623.jpg, 0.717048, 0.23862, 49.0, 13
000000380618.jpg, 0.534990, 0.23884, 48.8, 9
000000301283.jpg, 0.592747, 0.21167, 47.1, 2
000000347001.jpg, 0.925127, 0.22690, 46.9, 1
000000270712.jpg, 0.447595, 0.31648, 49.4, 8
000000029177.jpg, 0.550852, 0.24422, 47.7, 9
000000559888.jpg, 0.682487, 0.24368, 47.2, 15
000000049276.jpg, 0.863239, 0.22795, 46.6, 2
000000031516.jpg, 0.494795, 0.31540, 48.6, 5
000000109696.jpg, 0.501784, 0.31750, 50.7, 4
000000468152.jpg, 0.595253, 0.22974, 45.9, 7
000000405363.jpg, 0.687880, 0.26094, 47.2, 3
000000130071.jpg, 0.459177, 0.24327, 44.6, 12
000000129635.jpg, 0.647290, 0.24141, 47.9, 1
000000399381.jpg, 0.492205, 0.23912, 46.0, 4
000000085807.jpg, 0.640968, 0.22972, 48.2, 4
000000350495.jpg, 0.737168, 0.23884, 48.8, 2
000000361510.jpg, 0.934655, 0.24136, 43.4, 1
000000393318.jpg, 0.508363, 0.24011, 49.0, 12
000000315429.jpg, 0.476351, 0.32205, 46.4, 7
000000415708.jpg, 0.792296, 0.22789, 46.9, 8
000000126186.jpg, 0.564188, 0.24395, 47.5, 6
000000577267.jpg, 0.713208, 0.20219, 45.0, 8
000000341810.jpg, 0.600777, 0.24230, 48.3, 4
000000354807.jpg, 0.636243, 0.23743, 50.8, 12
000000440385.jpg, 0.887534, 0.22341, 47.4, 3
000000577360.jpg, 0.627847, 0.22423, 49.5, 11
000000509803.jpg, 0.629415, 0.22925, 48.0, 14
000000136777.jpg, 0.612702, 0.26091, 46.5, 5
000000333669.jpg, 0.564217, 0.22883, 46.4, 24
000000370061.jpg, 0.668625, 0.24172, 48.3, 18
000000361818.jpg, 0.805923, 0.22440, 46.2, 2
000000405139.jpg, 0.853131, 0.18331, 38.6, 4
000000361083.jpg, 0.951159, 0.32125, 51.9, 1
000000355506.jpg, 0.620236, 0.24179, 49.3, 22
000000227944.jpg, 0.782543, 0.22598, 47.6, 7
000000362357.jpg, 0.879821, 0.22776, 49.5, 3
000000384721.jpg, 0.514477, 0.24065, 50.9, 10
000000126818.jpg, 0.449657, 0.24023, 49.1, 2
000000227834.jpg, 0.586087, 0.30918, 49.4, 8
000000040868.jpg, 0.330822, 0.24344, 44.8, 1
000000291147.jpg, 0.714574, 0.24273, 45.3, 2
000000091205.jpg, 0.907733, 0.24509, 49.2, 1
000000531028.jpg, 0.721978, 0.22852, 45.7, 5
000000238413.jpg, 0.739693, 0.30133, 45.8, 4
000000460764.jpg, 0.845456, 0.22574, 45.4, 6
000000180500.jpg, 0.841711, 0.22726, 45.2, 1
000000087722.jpg, 0.565377, 0.24697, 46.4, 3
000000161593.jpg, 0.887401, 0.23853, 49.0, 2
000000100800.jpg, 0.555409, 0.24645, 46.3, 22
000000518035.jpg, 0.655950, 0.22634, 49.5, 10
000000124363.jpg, 0.646475, 0.22475, 49.1, 14
000000035055.jpg, 0.928536, 0.27846, 47.3, 2
000000490484.jpg, 0.626614, 0.25701, 43.9, 3
000000528079.jpg, 0.607012, 0.22912, 48.6, 14
000000428719.jpg, 0.580303, 0.24027, 47.2, 20
000000401748.jpg, 0.533277, 0.23723, 50.5, 10
000000186066.jpg, 0.917322, 0.23823, 49.5, 2
000000258814.jpg, 0.911094, 0.23922, 49.5, 2
000000351821.jpg, 0.718352, 0.24120, 47.4, 10
000000127257.jpg, 0.821156, 0.24359, 50.7, 8
000000444478.jpg, 0.842923, 0.23723, 50.9, 4
000000545599.jpg, 0.933452, 0.23271, 44.2, 1
000000429883.jpg, 0.679561, 0.23696, 50.2, 12
000000484871.jpg, 0.944570, 0.22987, 48.6, 1
000000184704.jpg, 0.677616, 0.22533, 48.7, 3
000000160562.jpg, 0.834970, 0.27175, 47.8, 3
000000345378.jpg, 0.638372, 0.22797, 46.1, 22
000000497487.jpg, 0.631806, 0.32034, 48.1, 4
000000392696.jpg, 0.609494, 0.26115, 45.1, 3
000000554649.jpg, 0.616088, 0.22625, 48.4, 17
000000239582.jpg, 0.710078, 0.22951, 46.9, 6
000000111520.jpg, 0.863946, 0.19618, 47.4, 4
000000123559.jpg, 0.633469, 0.22718, 45.7, 6
000000493158.jpg, 0.929688, 0.24327, 46.9, 1
000000319490.jpg, 0.578209, 0.24589, 44.9, 3
000000333322.jpg, 0.673750, 0.24242, 48.0, 2
000000118297.jpg, 0.824434, 0.22976, 47.8, 6
000000001717.jpg, 0.901336, 0.19886, 45.3, 1
000000101277.jpg, 0.772051, 0.24176, 50.1, 4
000000479098.jpg, 0.706976, 0.24183, 40.6, 5
000000305127.jpg, 0.590596, 0.22857, 46.7, 8
000000338602.jpg, 0.321063, 0.22706, 43.3, 1
000000328538.jpg, 0.654971, 0.22576, 44.8, 9
000000020061.jpg, 0.890540, 0.25866, 47.8, 4
000000047052.jpg, 0.818374, 0.24072, 48.5, 5
000000223159.jpg, 0.594151, 0.22566, 46.7, 23
000000147255.jpg, 0.690254, 0.24201, 49.4, 3
000000577143.jpg, 0.726756, 0.24023, 50.9, 9
000000345045.jpg, 0.892556, 0.24595, 50.0, 1
000000139742.jpg, 0.514001, 0.24001, 48.8, 10
000000441495.jpg, 0.599639, 0.23045, 48.4, 18
000000434424.jpg, 0.702532, 0.24421, 46.3, 22
000000138307.jpg, 0.619032, 0.24184, 48.9, 8
000000445165.jpg, 0.800410, 0.22674, 45.4, 9
